learning_material_id,source_title,grade,source_url,source_key,image_page,image_url,local_path,file_size_bytes,status,notes
LM-SGK-TIN6-4699918592,SGK Tin học 6,6,https://taphuan.nxbgd.vn/tap-huan/doc-sach/sgk-tin-hoc-6.4699918592,4699918592,0045,https://cdn3.olm.vn/upload/taphuan/4699918592-page-45-1775787611006.png,experiments/20260705_215045/source_scope/raw_page_images/SGK_TIN6/page_0045.png,699469,downloaded,Ảnh raw đã lưu để bảo toàn nguồn SGK Tin học THCS; chưa xử lý trong P02 bản thu gọn.
LM-SGK-TIN6-4699918592,SGK Tin học 6,6,https://taphuan.nxbgd.vn/tap-huan/doc-sach/sgk-tin-hoc-6.4699918592,4699918592,0046,https://cdn3.olm.vn/upload/taphuan/4699918592-page-46-1775787611509.png,experiments/20260705_215045/source_scope/raw_page_images/SGK_TIN6/page_0046.png,779451,downloaded,Ảnh raw đã lưu để bảo toàn nguồn SGK Tin học THCS; chưa xử lý trong P02 bản thu gọn.
LM-SGK-TIN6-4699918592,SGK Tin học 6,6,https://taphuan.nxbgd.vn/tap-huan/doc-sach/sgk-tin-hoc-6.4699918592,4699918592,0047,https://cdn3.olm.vn/upload/taphuan/4699918592-page-47-1775787611823.png,experiments/20260705_215045/source_scope/raw_page_images/SGK_TIN6/page_0047.png,615068,downloaded,Ảnh raw đã lưu để bảo toàn nguồn SGK Tin học THCS; chưa xử lý trong P02 bản thu gọn.
LM-SGK-TIN6-4699918592,SGK Tin học 6,6,https://taphuan.nxbgd.vn/tap-huan/doc-sach/sgk-tin-hoc-6.4699918592,4699918592,0048,https://cdn3.olm.vn/upload/taphuan/4699918592-page-48-1775787612131.png,experiments/20260705_215045/source_scope/raw_page_images/SGK_TIN6/page_0048.png,814981,downloaded,Ảnh raw đã lưu để bảo toàn nguồn SGK Tin học THCS; chưa xử lý trong P02 bản thu gọn.
LM-SGK-TIN6-4699918592,SGK Tin học 6,6,https://taphuan.nxbgd.vn/tap-huan/doc-sach/sgk-tin-hoc-6.4699918592,4699918592,0049,https://cdn3.olm.vn/upload/taphuan/4699918592-page-49-1775787612419.png,experiments/20260705_215045/source_scope/raw_page_images/SGK_TIN6/page_0049.png,667031,downloaded,Ảnh raw đã lưu để bảo toàn nguồn SGK Tin học THCS; chưa xử lý trong P02 bản thu gọn.
LM-SGK-TIN6-4699918592,SGK Tin học 6,6,https://taphuan.nxbgd.vn/tap-huan/doc-sach/sgk-tin-hoc-6.4699918592,4699918592,0050,https://cdn3.olm.vn/upload/taphuan/4699918592-page-50-1775787612706.png,experiments/20260705_215045/source_scope/raw_page_images/SGK_TIN6/page_0050.png,837374,downloaded,Ảnh raw đã lưu để bảo toàn nguồn SGK Tin học THCS; chưa xử lý trong P02 bản thu gọn.
LM-SGK-TIN6-4699918592,SGK Tin học 6,6,https://taphuan.nxbgd.vn/tap-huan/doc-sach/sgk-tin-hoc-6.4699918592,4699918592,0051,https://cdn3.olm.vn/upload/taphuan/4699918592-page-51-1775787612989.png,experiments/20260705_215045/source_scope/raw_page_images/SGK_TIN6/page_0051.png,490723,downloaded,Ảnh raw đã lưu để bảo toàn nguồn SGK Tin học THCS; chưa xử lý trong P02 bản thu gọn.
LM-SGK-TIN6-4699918592,SGK Tin học 6,6,https://taphuan.nxbgd.vn/tap-huan/doc-sach/sgk-tin-hoc-6.4699918592,4699918592,0052,https://cdn3.olm.vn/upload/taphuan/4699918592-page-52-1775787613370.png,experiments/20260705_215045/source_scope/raw_page_images/SGK_TIN6/page_0052.png,623319,downloaded,Ảnh raw đã lưu để bảo toàn nguồn SGK Tin học THCS; chưa xử lý trong P02 bản thu gọn.
LM-SGK-TIN6-4699918592,SGK Tin học 6,6,https://taphuan.nxbgd.vn/tap-huan/doc-sach/sgk-tin-hoc-6.4699918592,4699918592,0053,https://cdn3.olm.vn/upload/taphuan/4699918592-page-53-1775787613688.png,experiments/20260705_215045/source_scope/raw_page_images/SGK_TIN6/page_0053.png,503502,downloaded,Ảnh raw đã lưu để bảo toàn nguồn SGK Tin học THCS; chưa xử lý trong P02 bản thu gọn.
LM-SGK-TIN6-4699918592,SGK Tin học 6,6,https://taphuan.nxbgd.vn/tap-huan/doc-sach/sgk-tin-hoc-6.4699918592,4699918592,0054,https://cdn3.olm.vn/upload/taphuan/4699918592-page-54-1775787614042.png,experiments/20260705_215045/source_scope/raw_page_images/SGK_TIN6/page_0054.png,630011,downloaded,Ảnh raw đã lưu để bảo toàn nguồn SGK Tin học THCS; chưa xử lý trong P02 bản thu gọn.
LM-SGK-TIN6-4699918592,SGK Tin học 6,6,https://taphuan.nxbgd.vn/tap-huan/doc-sach/sgk-tin-hoc-6.4699918592,4699918592,0055,https://cdn3.olm.vn/upload/taphuan/4699918592-page-55-1775787614407.png,experiments/20260705_215045/source_scope/raw_page_images/SGK_TIN6/page_0055.png,739508,downloaded,Ảnh raw đã lưu để bảo toàn nguồn SGK Tin học THCS; chưa xử lý trong P02 bản thu gọn.
LM-SGK-TIN6-4699918592,SGK Tin học 6,6,https://taphuan.nxbgd.vn/tap-huan/doc-sach/sgk-tin-hoc-6.4699918592,4699918592,0056,https://cdn3.olm.vn/upload/taphuan/4699918592-page-56-1775787614751.png,experiments/20260705_215045/source_scope/raw_page_images/SGK_TIN6/page_0056.png,934068,downloaded,Ảnh raw đã lưu để bảo toàn nguồn SGK Tin học THCS; chưa xử lý trong P02 bản thu gọn.
LM-SGK-TIN6-4699918592,SGK Tin học 6,6,https://taphuan.nxbgd.vn/tap-huan/doc-sach/sgk-tin-hoc-6.4699918592,4699918592,0057,https://cdn3.olm.vn/upload/taphuan/4699918592-page-57-1775787615070.png,experiments/20260705_215045/source_scope/raw_page_images/SGK_TIN6/page_0057.png,352808,downloaded,Ảnh raw đã lưu để bảo toàn nguồn SGK Tin học THCS; chưa xử lý trong P02 bản thu gọn.
