sample_id,grade,turn_index,speaker,character_count
HNMU-G9-R0146-STT5,9,1,HS,52
HNMU-G9-R0146-STT5,9,2,AI,93
HNMU-G9-R0146-STT5,9,3,HS,17
HNMU-G9-R0146-STT5,9,4,AI,112
HNMU-G9-R0146-STT5,9,5,HS,67
HNMU-G9-R0146-STT5,9,6,AI,44
HNMU-G9-R0147-STT6,9,1,HS,90
HNMU-G9-R0147-STT6,9,2,AI,98
HNMU-G9-R0147-STT6,9,3,HS,30
HNMU-G9-R0147-STT6,9,4,AI,121
HNMU-G9-R0147-STT6,9,5,HS,73
HNMU-G9-R0147-STT6,9,6,AI,49
HNMU-G9-R0148-STT7,9,1,HS,71
HNMU-G9-R0148-STT7,9,2,AI,154
HNMU-G9-R0148-STT7,9,3,HS,44
HNMU-G9-R0148-STT7,9,4,AI,98
HNMU-G9-R0148-STT7,9,5,HS,48
HNMU-G9-R0149-STT8,9,1,HS,98
HNMU-G9-R0149-STT8,9,2,AI,181
HNMU-G9-R0149-STT8,9,3,HS,22
HNMU-G9-R0149-STT8,9,4,AI,118
HNMU-G9-R0150-STT9,9,1,HS,84
HNMU-G9-R0150-STT9,9,2,AI,110
HNMU-G9-R0150-STT9,9,3,HS,65
HNMU-G9-R0150-STT9,9,4,AI,82
HNMU-G9-R0150-STT9,9,5,HS,104
HNMU-G9-R0150-STT9,9,6,AI,50
HNMU-G9-R0151-STT10,9,1,HS,115
HNMU-G9-R0151-STT10,9,2,AI,146
HNMU-G9-R0151-STT10,9,3,HS,48
HNMU-G9-R0151-STT10,9,4,AI,83
HNMU-G9-R0152-STT11,9,1,HS,104
HNMU-G9-R0152-STT11,9,2,AI,98
HNMU-G9-R0152-STT11,9,3,HS,28
HNMU-G9-R0152-STT11,9,4,AI,121
HNMU-G9-R0152-STT11,9,5,HS,28
HNMU-G9-R0152-STT11,9,6,AI,70
HNMU-G9-R0152-STT11,9,7,HS,59
HNMU-G9-R0153-STT12,9,1,HS,102
HNMU-G9-R0153-STT12,9,2,AI,145
HNMU-G9-R0153-STT12,9,3,HS,102
HNMU-G9-R0153-STT12,9,4,AI,71
HNMU-G9-R0154-STT13,9,1,HS,100
HNMU-G9-R0154-STT13,9,2,AI,102
HNMU-G9-R0154-STT13,9,3,HS,29
HNMU-G9-R0154-STT13,9,4,AI,87
HNMU-G9-R0154-STT13,9,5,HS,88
HNMU-G9-R0155-STT14,9,1,HS,99
HNMU-G9-R0155-STT14,9,2,AI,140
HNMU-G9-R0155-STT14,9,3,HS,52
HNMU-G9-R0155-STT14,9,4,AI,100
HNMU-G9-R0155-STT14,9,5,HS,95
HNMU-G9-R0155-STT14,9,6,AI,54
HNMU-G9-R0184-STT1,9,1,HS,36
HNMU-G9-R0184-STT1,9,2,AI,53
HNMU-G9-R0184-STT1,9,3,HS,9
HNMU-G9-R0184-STT1,9,4,AI,81
HNMU-G9-R0184-STT1,9,5,HS,22
HNMU-G9-R0184-STT1,9,6,AI,43
HNMU-G9-R0184-STT1,9,7,HS,33
HNMU-G9-R0184-STT1,9,8,AI,119
HNMU-G9-R0184-STT1,9,9,HS,59
HNMU-G9-R0184-STT1,9,10,AI,13
HNMU-G9-R0185-STT2,9,1,HS,38
HNMU-G9-R0185-STT2,9,2,AI,76
HNMU-G9-R0185-STT2,9,3,HS,8
HNMU-G9-R0185-STT2,9,4,AI,46
HNMU-G9-R0185-STT2,9,5,HS,13
HNMU-G9-R0185-STT2,9,6,AI,151
HNMU-G9-R0185-STT2,9,7,HS,26
HNMU-G9-R0185-STT2,9,8,AI,42
HNMU-G9-R0185-STT2,9,9,HS,17
HNMU-G9-R0185-STT2,9,10,AI,38
HNMU-G9-R0186-STT3,9,1,HS,52
HNMU-G9-R0186-STT3,9,2,AI,66
HNMU-G9-R0186-STT3,9,3,HS,51
HNMU-G9-R0186-STT3,9,4,AI,71
HNMU-G9-R0186-STT3,9,5,HS,29
HNMU-G9-R0186-STT3,9,6,AI,70
HNMU-G9-R0186-STT3,9,7,HS,52
HNMU-G9-R0186-STT3,9,8,AI,50
HNMU-G9-R0187-STT4,9,1,HS,58
HNMU-G9-R0187-STT4,9,2,AI,113
HNMU-G9-R0187-STT4,9,3,HS,17
HNMU-G9-R0187-STT4,9,4,AI,43
HNMU-G9-R0187-STT4,9,5,HS,64
HNMU-G9-R0187-STT4,9,6,AI,40
HNMU-G9-R0187-STT4,9,7,HS,70
HNMU-G9-R0187-STT4,9,8,AI,60
HNMU-G9-R0187-STT4,9,9,HS,46
HNMU-G9-R0188-STT5,9,1,HS,50
HNMU-G9-R0188-STT5,9,2,AI,81
HNMU-G9-R0188-STT5,9,3,HS,24
HNMU-G9-R0188-STT5,9,4,AI,11
HNMU-G9-R0188-STT5,9,5,HS,67
HNMU-G9-R0188-STT5,9,6,AI,94
HNMU-G9-R0188-STT5,9,7,HS,28
HNMU-G9-R0188-STT5,9,8,AI,99
HNMU-G9-R0188-STT5,9,9,HS,68
HNMU-G9-R0189-STT6,9,1,HS,78
HNMU-G9-R0189-STT6,9,2,AI,139
HNMU-G9-R0189-STT6,9,3,HS,41
HNMU-G9-R0189-STT6,9,4,AI,99
HNMU-G9-R0189-STT6,9,5,HS,38
HNMU-G9-R0189-STT6,9,6,AI,73
HNMU-G9-R0189-STT6,9,7,HS,54
HNMU-G9-R0189-STT6,9,8,AI,39
HNMU-G9-R0190-STT7,9,1,HS,61
HNMU-G9-R0190-STT7,9,2,AI,103
HNMU-G9-R0190-STT7,9,3,HS,31
HNMU-G9-R0190-STT7,9,4,AI,60
HNMU-G9-R0190-STT7,9,5,HS,40
HNMU-G9-R0190-STT7,9,6,AI,122
HNMU-G9-R0190-STT7,9,7,HS,46
HNMU-G9-R0190-STT7,9,8,AI,57
HNMU-G9-R0190-STT7,9,9,HS,43
HNMU-G9-R0192-STT9,9,1,HS,57
HNMU-G9-R0192-STT9,9,2,AI,97
HNMU-G9-R0192-STT9,9,3,HS,32
HNMU-G9-R0192-STT9,9,4,AI,148
HNMU-G9-R0192-STT9,9,5,HS,65
HNMU-G9-R0192-STT9,9,6,AI,46
HNMU-G9-R0192-STT9,9,7,HS,107
HNMU-G9-R0192-STT9,9,8,AI,43
HNMU-G9-R0193-STT10,9,1,HS,50
HNMU-G9-R0193-STT10,9,2,AI,152
HNMU-G9-R0193-STT10,9,3,HS,44
HNMU-G9-R0193-STT10,9,4,AI,121
HNMU-G9-R0193-STT10,9,5,HS,49
HNMU-G9-R0193-STT10,9,6,AI,79
HNMU-G9-R0193-STT10,9,7,HS,81
HNMU-G9-R0193-STT10,9,8,AI,55
HNMU-G9-R0194-STT11,9,1,HS,57
HNMU-G9-R0194-STT11,9,2,AI,88
HNMU-G9-R0194-STT11,9,3,HS,51
HNMU-G9-R0194-STT11,9,4,AI,82
HNMU-G9-R0194-STT11,9,5,HS,42
HNMU-G9-R0194-STT11,9,6,AI,20
HNMU-G9-R0194-STT11,9,7,HS,109
HNMU-G9-R0194-STT11,9,8,AI,85
HNMU-G9-R0194-STT11,9,9,HS,62
HNMU-G9-R0194-STT11,9,10,AI,64
HNMU-G9-R0195-STT12,9,1,HS,67
HNMU-G9-R0195-STT12,9,2,AI,74
HNMU-G9-R0195-STT12,9,3,HS,83
HNMU-G9-R0195-STT12,9,4,AI,121
HNMU-G9-R0195-STT12,9,5,HS,52
HNMU-G9-R0195-STT12,9,6,AI,93
HNMU-G9-R0195-STT12,9,7,HS,62
HNMU-G9-R0195-STT12,9,8,AI,80
HNMU-G9-R0195-STT12,9,9,HS,37
HNMU-G9-R0196-STT13,9,1,HS,85
HNMU-G9-R0196-STT13,9,2,AI,94
HNMU-G9-R0196-STT13,9,3,HS,36
HNMU-G9-R0196-STT13,9,4,AI,88
HNMU-G9-R0196-STT13,9,5,HS,56
HNMU-G9-R0196-STT13,9,6,AI,64
HNMU-G9-R0196-STT13,9,7,HS,51
HNMU-G9-R0196-STT13,9,8,AI,82
HNMU-G9-R0196-STT13,9,9,HS,70
HNMU-G9-R0196-STT13,9,10,AI,50
HNMU-G9-R0197-STT14,9,1,HS,95
HNMU-G9-R0197-STT14,9,2,AI,117
HNMU-G9-R0197-STT14,9,3,HS,34
HNMU-G9-R0197-STT14,9,4,AI,94
HNMU-G9-R0197-STT14,9,5,HS,51
HNMU-G9-R0197-STT14,9,6,AI,87
HNMU-G9-R0197-STT14,9,7,HS,52
HNMU-G9-R0197-STT14,9,8,AI,107
HNMU-G9-R0197-STT14,9,9,HS,66
HNMU-G9-R0197-STT14,9,10,AI,63
HNMU-G9-R0198-STT1,9,1,HS,70
HNMU-G9-R0198-STT1,9,2,AI,47
HNMU-G9-R0198-STT1,9,3,HS,34
HNMU-G9-R0198-STT1,9,4,AI,104
HNMU-G9-R0198-STT1,9,5,HS,52
HNMU-G9-R0198-STT1,9,6,AI,94
HNMU-G9-R0198-STT1,9,7,HS,55
HNMU-G9-R0198-STT1,9,8,AI,95
HNMU-G9-R0198-STT1,9,9,HS,32
HNMU-G9-R0198-STT1,9,10,AI,122
HNMU-G9-R0198-STT1,9,11,HS,62
HNMU-G9-R0198-STT1,9,12,AI,77
HNMU-G9-R0199-STT2,9,1,HS,66
HNMU-G9-R0199-STT2,9,2,AI,121
HNMU-G9-R0199-STT2,9,3,HS,39
HNMU-G9-R0199-STT2,9,4,AI,74
HNMU-G9-R0199-STT2,9,5,HS,53
HNMU-G9-R0199-STT2,9,6,AI,103
HNMU-G9-R0199-STT2,9,7,HS,44
HNMU-G9-R0199-STT2,9,8,AI,68
HNMU-G9-R0199-STT2,9,9,HS,94
HNMU-G9-R0199-STT2,9,10,AI,57
HNMU-G9-R0200-STT3,9,1,HS,91
HNMU-G9-R0200-STT3,9,2,AI,82
HNMU-G9-R0200-STT3,9,3,HS,36
HNMU-G9-R0200-STT3,9,4,AI,142
HNMU-G9-R0200-STT3,9,5,HS,44
HNMU-G9-R0200-STT3,9,6,AI,85
HNMU-G9-R0200-STT3,9,7,HS,41
HNMU-G9-R0200-STT3,9,8,AI,165
HNMU-G9-R0200-STT3,9,9,HS,55
HNMU-G9-R0201-STT4,9,1,HS,108
HNMU-G9-R0201-STT4,9,2,AI,131
HNMU-G9-R0201-STT4,9,3,HS,43
HNMU-G9-R0201-STT4,9,4,AI,84
HNMU-G9-R0201-STT4,9,5,HS,69
HNMU-G9-R0201-STT4,9,6,AI,62
HNMU-G9-R0201-STT4,9,7,HS,63
HNMU-G9-R0201-STT4,9,8,AI,68
HNMU-G9-R0202-STT5,9,1,HS,88
HNMU-G9-R0202-STT5,9,2,AI,137
HNMU-G9-R0202-STT5,9,3,HS,49
HNMU-G9-R0202-STT5,9,4,AI,111
HNMU-G9-R0202-STT5,9,5,HS,68
HNMU-G9-R0202-STT5,9,6,AI,141
HNMU-G9-R0202-STT5,9,7,HS,104
HNMU-G9-R0202-STT5,9,8,AI,115
HNMU-G9-R0203-STT6,9,1,HS,122
HNMU-G9-R0203-STT6,9,2,AI,152
HNMU-G9-R0203-STT6,9,3,HS,32
HNMU-G9-R0203-STT6,9,4,AI,105
HNMU-G9-R0203-STT6,9,5,HS,93
HNMU-G9-R0203-STT6,9,6,AI,239
HNMU-G9-R0203-STT6,9,7,HS,136
HNMU-G9-R0203-STT6,9,8,AI,38
HNMU-G9-R0204-STT7,9,1,HS,166
HNMU-G9-R0204-STT7,9,2,AI,201
HNMU-G9-R0204-STT7,9,3,HS,43
HNMU-G9-R0204-STT7,9,4,AI,72
HNMU-G9-R0204-STT7,9,5,HS,41
HNMU-G9-R0204-STT7,9,6,AI,214
HNMU-G9-R0204-STT7,9,7,HS,76
HNMU-G9-R0204-STT7,9,8,AI,82
HNMU-G9-R0204-STT7,9,9,HS,80
HNMU-G9-R0205-STT8,9,1,HS,126
HNMU-G9-R0205-STT8,9,2,AI,154
HNMU-G9-R0205-STT8,9,3,HS,24
HNMU-G9-R0205-STT8,9,4,AI,142
HNMU-G9-R0205-STT8,9,5,HS,80
HNMU-G9-R0205-STT8,9,6,AI,144
HNMU-G9-R0205-STT8,9,7,HS,95
HNMU-G9-R0205-STT8,9,8,AI,132
HNMU-G9-R0205-STT8,9,9,HS,87
HNMU-G9-R0205-STT8,9,10,AI,53
HNMU-G9-R0206-STT9,9,1,HS,107
HNMU-G9-R0206-STT9,9,2,AI,105
HNMU-G9-R0206-STT9,9,3,HS,35
HNMU-G9-R0206-STT9,9,4,AI,54
HNMU-G9-R0206-STT9,9,5,HS,33
HNMU-G9-R0206-STT9,9,6,AI,77
HNMU-G9-R0206-STT9,9,7,HS,64
HNMU-G9-R0206-STT9,9,8,AI,71
HNMU-G9-R0206-STT9,9,9,HS,90
HNMU-G9-R0206-STT9,9,10,AI,92
HNMU-G9-R0206-STT9,9,11,HS,83
HNMU-G9-R0206-STT9,9,12,AI,42
HNMU-G9-R0207-STT10,9,1,HS,79
HNMU-G9-R0207-STT10,9,2,AI,134
HNMU-G9-R0207-STT10,9,3,HS,39
HNMU-G9-R0207-STT10,9,4,AI,89
HNMU-G9-R0207-STT10,9,5,HS,23
HNMU-G9-R0207-STT10,9,6,AI,92
HNMU-G9-R0207-STT10,9,7,HS,78
HNMU-G9-R0207-STT10,9,8,AI,132
HNMU-G9-R0207-STT10,9,9,HS,72
HNMU-G9-R0207-STT10,9,10,AI,80
HNMU-G9-R0207-STT10,9,11,HS,40
HNMU-G9-R0207-STT10,9,12,AI,40
HNMU-G9-R0208-STT11,9,1,HS,99
HNMU-G9-R0208-STT11,9,2,AI,190
HNMU-G9-R0208-STT11,9,3,HS,89
HNMU-G9-R0208-STT11,9,4,AI,125
HNMU-G9-R0208-STT11,9,5,HS,132
HNMU-G9-R0208-STT11,9,6,AI,195
HNMU-G9-R0208-STT11,9,7,HS,96
HNMU-G9-R0208-STT11,9,8,AI,181
HNMU-G9-R0208-STT11,9,9,HS,108
HNMU-G9-R0209-STT12,9,1,HS,115
HNMU-G9-R0209-STT12,9,2,AI,113
HNMU-G9-R0209-STT12,9,3,HS,105
HNMU-G9-R0209-STT12,9,4,AI,172
HNMU-G9-R0209-STT12,9,5,HS,86
HNMU-G9-R0209-STT12,9,6,AI,153
HNMU-G9-R0209-STT12,9,7,HS,85
HNMU-G9-R0209-STT12,9,8,AI,49
HNMU-G9-R0209-STT12,9,9,HS,97
HNMU-G9-R0209-STT12,9,10,AI,51
HNMU-G9-R0210-STT13,9,1,HS,97
HNMU-G9-R0210-STT13,9,2,AI,63
HNMU-G9-R0210-STT13,9,3,HS,100
HNMU-G9-R0210-STT13,9,4,AI,128
HNMU-G9-R0210-STT13,9,5,HS,63
HNMU-G9-R0210-STT13,9,6,AI,81
HNMU-G9-R0210-STT13,9,7,HS,63
HNMU-G9-R0210-STT13,9,8,AI,117
HNMU-G9-R0210-STT13,9,9,HS,70
HNMU-G9-R0210-STT13,9,10,AI,87
HNMU-G9-R0211-STT14,9,1,HS,130
HNMU-G9-R0211-STT14,9,2,AI,140
HNMU-G9-R0211-STT14,9,3,HS,53
HNMU-G9-R0211-STT14,9,4,AI,47
HNMU-G9-R0211-STT14,9,5,HS,69
HNMU-G9-R0211-STT14,9,6,AI,164
HNMU-G9-R0211-STT14,9,7,HS,49
HNMU-G9-R0211-STT14,9,8,AI,124
HNMU-G9-R0211-STT14,9,9,HS,75
HNMU-G9-R0211-STT14,9,10,AI,74
HNMU-G9-R0211-STT14,9,11,HS,54
HNMU-G9-R0211-STT14,9,12,AI,100
HNMU-G9-R0212-STT1,9,1,HS,66
HNMU-G9-R0212-STT1,9,2,AI,126
HNMU-G9-R0212-STT1,9,3,HS,57
HNMU-G9-R0212-STT1,9,4,AI,110
HNMU-G9-R0212-STT1,9,5,HS,38
HNMU-G9-R0212-STT1,9,6,AI,67
HNMU-G9-R0212-STT1,9,7,HS,48
HNMU-G9-R0212-STT1,9,8,AI,69
HNMU-G9-R0212-STT1,9,9,HS,68
HNMU-G9-R0213-STT2,9,1,HS,95
HNMU-G9-R0213-STT2,9,2,AI,73
HNMU-G9-R0213-STT2,9,3,HS,49
HNMU-G9-R0213-STT2,9,4,AI,60
HNMU-G9-R0213-STT2,9,5,HS,16
HNMU-G9-R0213-STT2,9,6,AI,126
HNMU-G9-R0213-STT2,9,7,HS,54
HNMU-G9-R0213-STT2,9,8,AI,55
HNMU-G9-R0213-STT2,9,9,HS,66
HNMU-G9-R0214-STT3,9,1,HS,87
HNMU-G9-R0214-STT3,9,2,AI,138
HNMU-G9-R0214-STT3,9,3,HS,71
HNMU-G9-R0214-STT3,9,4,AI,96
HNMU-G9-R0214-STT3,9,5,HS,27
HNMU-G9-R0214-STT3,9,6,AI,93
HNMU-G9-R0214-STT3,9,7,HS,71
HNMU-G9-R0214-STT3,9,8,AI,72
HNMU-G9-R0215-STT4,9,1,HS,79
HNMU-G9-R0215-STT4,9,2,AI,128
HNMU-G9-R0215-STT4,9,3,HS,62
HNMU-G9-R0215-STT4,9,4,AI,97
HNMU-G9-R0215-STT4,9,5,HS,38
HNMU-G9-R0215-STT4,9,6,AI,109
HNMU-G9-R0215-STT4,9,7,HS,61
HNMU-G9-R0215-STT4,9,8,AI,52
HNMU-G9-R0216-STT5,9,1,HS,117
HNMU-G9-R0216-STT5,9,2,AI,153
HNMU-G9-R0216-STT5,9,3,HS,47
HNMU-G9-R0216-STT5,9,4,AI,108
HNMU-G9-R0216-STT5,9,5,HS,58
HNMU-G9-R0216-STT5,9,6,AI,107
HNMU-G9-R0216-STT5,9,7,HS,83
HNMU-G9-R0216-STT5,9,8,AI,79
HNMU-G9-R0216-STT5,9,9,HS,59
HNMU-G9-R0217-STT6,9,1,HS,122
HNMU-G9-R0217-STT6,9,2,AI,100
HNMU-G9-R0217-STT6,9,3,HS,53
HNMU-G9-R0217-STT6,9,4,AI,141
HNMU-G9-R0217-STT6,9,5,HS,75
HNMU-G9-R0217-STT6,9,6,AI,116
HNMU-G9-R0217-STT6,9,7,HS,80
HNMU-G9-R0217-STT6,9,8,AI,157
HNMU-G9-R0217-STT6,9,9,HS,51
HNMU-G9-R0218-STT7,9,1,HS,122
HNMU-G9-R0218-STT7,9,2,AI,103
HNMU-G9-R0218-STT7,9,3,HS,36
HNMU-G9-R0218-STT7,9,4,AI,92
HNMU-G9-R0218-STT7,9,5,HS,30
HNMU-G9-R0218-STT7,9,6,AI,194
HNMU-G9-R0218-STT7,9,7,HS,80
HNMU-G9-R0218-STT7,9,8,AI,122
HNMU-G9-R0218-STT7,9,9,HS,54
HNMU-G9-R0219-STT8,9,1,HS,107
HNMU-G9-R0219-STT8,9,2,AI,205
HNMU-G9-R0219-STT8,9,3,HS,63
HNMU-G9-R0219-STT8,9,4,AI,105
HNMU-G9-R0219-STT8,9,5,HS,65
HNMU-G9-R0219-STT8,9,6,AI,159
HNMU-G9-R0219-STT8,9,7,HS,59
HNMU-G9-R0219-STT8,9,8,AI,64
HNMU-G9-R0219-STT8,9,9,HS,66
HNMU-G9-R0219-STT8,9,10,AI,36
HNMU-G9-R0220-STT9,9,1,HS,117
HNMU-G9-R0220-STT9,9,2,AI,124
HNMU-G9-R0220-STT9,9,3,HS,60
HNMU-G9-R0220-STT9,9,4,AI,53
HNMU-G9-R0220-STT9,9,5,HS,52
HNMU-G9-R0220-STT9,9,6,AI,114
HNMU-G9-R0220-STT9,9,7,HS,73
HNMU-G9-R0220-STT9,9,8,AI,113
HNMU-G9-R0220-STT9,9,9,HS,73
HNMU-G9-R0220-STT9,9,10,AI,60
HNMU-G9-R0221-STT10,9,1,HS,88
HNMU-G9-R0221-STT10,9,2,AI,120
HNMU-G9-R0221-STT10,9,3,HS,39
HNMU-G9-R0221-STT10,9,4,AI,141
HNMU-G9-R0221-STT10,9,5,HS,38
HNMU-G9-R0221-STT10,9,6,AI,144
HNMU-G9-R0221-STT10,9,7,HS,57
HNMU-G9-R0221-STT10,9,8,AI,78
HNMU-G9-R0221-STT10,9,9,HS,122
HNMU-G9-R0221-STT10,9,10,AI,64
HNMU-G9-R0222-STT11,9,1,HS,90
HNMU-G9-R0222-STT11,9,2,AI,134
HNMU-G9-R0222-STT11,9,3,HS,93
HNMU-G9-R0222-STT11,9,4,AI,149
HNMU-G9-R0222-STT11,9,5,HS,64
HNMU-G9-R0222-STT11,9,6,AI,172
HNMU-G9-R0222-STT11,9,7,HS,89
HNMU-G9-R0222-STT11,9,8,AI,148
HNMU-G9-R0222-STT11,9,9,HS,51
HNMU-G9-R0222-STT11,9,10,AI,29
HNMU-G9-R0223-STT12,9,1,HS,129
HNMU-G9-R0223-STT12,9,2,AI,83
HNMU-G9-R0223-STT12,9,3,HS,113
HNMU-G9-R0223-STT12,9,4,AI,132
HNMU-G9-R0223-STT12,9,5,HS,149
HNMU-G9-R0223-STT12,9,6,AI,66
HNMU-G9-R0223-STT12,9,7,HS,104
HNMU-G9-R0223-STT12,9,8,AI,132
HNMU-G9-R0223-STT12,9,9,HS,62
HNMU-G9-R0224-STT13,9,1,HS,139
HNMU-G9-R0224-STT13,9,2,AI,140
HNMU-G9-R0224-STT13,9,3,HS,65
HNMU-G9-R0224-STT13,9,4,AI,55
HNMU-G9-R0224-STT13,9,5,HS,115
HNMU-G9-R0224-STT13,9,6,AI,105
HNMU-G9-R0224-STT13,9,7,HS,101
HNMU-G9-R0224-STT13,9,8,AI,130
HNMU-G9-R0224-STT13,9,9,HS,66
HNMU-G9-R0224-STT13,9,10,AI,59
HNMU-G9-R0225-STT14,9,1,HS,128
HNMU-G9-R0225-STT14,9,2,AI,105
HNMU-G9-R0225-STT14,9,3,HS,41
HNMU-G9-R0225-STT14,9,4,AI,90
HNMU-G9-R0225-STT14,9,5,HS,93
HNMU-G9-R0225-STT14,9,6,AI,72
HNMU-G9-R0225-STT14,9,7,HS,63
HNMU-G9-R0225-STT14,9,8,AI,78
HNMU-G9-R0225-STT14,9,9,HS,86
HNMU-G9-R0225-STT14,9,10,AI,83
HNMU-G9-R0225-STT14,9,11,HS,104
HNMU-G9-R0225-STT14,9,12,AI,128
HNMU-G9-R0225-STT14,9,13,HS,68
HNMU-G9-R0226-STT1,9,1,HS,70
HNMU-G9-R0226-STT1,9,2,AI,76
HNMU-G9-R0226-STT1,9,3,HS,29
HNMU-G9-R0226-STT1,9,4,AI,124
HNMU-G9-R0226-STT1,9,5,HS,24
HNMU-G9-R0226-STT1,9,6,AI,66
HNMU-G9-R0226-STT1,9,7,HS,110
HNMU-G9-R0226-STT1,9,8,AI,77
HNMU-G9-R0226-STT1,9,9,HS,50
HNMU-G9-R0227-STT2,9,1,HS,128
HNMU-G9-R0227-STT2,9,2,AI,113
HNMU-G9-R0227-STT2,9,3,HS,28
HNMU-G9-R0227-STT2,9,4,AI,86
HNMU-G9-R0227-STT2,9,5,HS,55
HNMU-G9-R0227-STT2,9,6,AI,92
HNMU-G9-R0227-STT2,9,7,HS,63
HNMU-G9-R0227-STT2,9,8,AI,66
HNMU-G9-R0227-STT2,9,9,HS,74
HNMU-G9-R0228-STT3,9,1,HS,126
HNMU-G9-R0228-STT3,9,2,AI,113
HNMU-G9-R0228-STT3,9,3,HS,44
HNMU-G9-R0228-STT3,9,4,AI,109
HNMU-G9-R0228-STT3,9,5,HS,61
HNMU-G9-R0228-STT3,9,6,AI,50
HNMU-G9-R0228-STT3,9,7,HS,93
HNMU-G9-R0228-STT3,9,8,AI,74
HNMU-G9-R0228-STT3,9,9,HS,59
HNMU-G9-R0229-STT4,9,1,HS,129
HNMU-G9-R0229-STT4,9,2,AI,141
HNMU-G9-R0229-STT4,9,3,HS,39
HNMU-G9-R0229-STT4,9,4,AI,83
HNMU-G9-R0229-STT4,9,5,HS,73
HNMU-G9-R0229-STT4,9,6,AI,90
HNMU-G9-R0229-STT4,9,7,HS,110
HNMU-G9-R0229-STT4,9,8,AI,73
HNMU-G9-R0229-STT4,9,9,HS,50
HNMU-G9-R0230-STT5,9,1,HS,92
HNMU-G9-R0230-STT5,9,2,AI,113
HNMU-G9-R0230-STT5,9,3,HS,57
HNMU-G9-R0230-STT5,9,4,AI,132
HNMU-G9-R0230-STT5,9,5,HS,66
HNMU-G9-R0230-STT5,9,6,AI,95
HNMU-G9-R0230-STT5,9,7,HS,43
HNMU-G9-R0230-STT5,9,8,AI,17
HNMU-G9-R0230-STT5,9,9,HS,76
HNMU-G9-R0230-STT5,9,10,AI,86
HNMU-G9-R0231-STT6,9,1,HS,119
HNMU-G9-R0231-STT6,9,2,AI,129
HNMU-G9-R0231-STT6,9,3,HS,47
HNMU-G9-R0231-STT6,9,4,AI,119
HNMU-G9-R0231-STT6,9,5,HS,70
HNMU-G9-R0231-STT6,9,6,AI,85
HNMU-G9-R0231-STT6,9,7,HS,71
HNMU-G9-R0231-STT6,9,8,AI,137
HNMU-G9-R0231-STT6,9,9,HS,93
HNMU-G9-R0232-STT7,9,1,HS,150
HNMU-G9-R0232-STT7,9,2,AI,127
HNMU-G9-R0232-STT7,9,3,HS,101
HNMU-G9-R0232-STT7,9,4,AI,133
HNMU-G9-R0232-STT7,9,5,HS,55
HNMU-G9-R0232-STT7,9,6,AI,101
HNMU-G9-R0232-STT7,9,7,HS,133
HNMU-G9-R0232-STT7,9,8,AI,148
HNMU-G9-R0232-STT7,9,9,HS,48
HNMU-G9-R0233-STT8,9,1,HS,111
HNMU-G9-R0233-STT8,9,2,AI,173
HNMU-G9-R0233-STT8,9,3,HS,24
HNMU-G9-R0233-STT8,9,4,AI,141
HNMU-G9-R0233-STT8,9,5,HS,65
HNMU-G9-R0233-STT8,9,6,AI,106
HNMU-G9-R0233-STT8,9,7,HS,104
HNMU-G9-R0233-STT8,9,8,AI,118
HNMU-G9-R0233-STT8,9,9,HS,73
HNMU-G9-R0234-STT9,9,1,HS,133
HNMU-G9-R0234-STT9,9,2,AI,162
HNMU-G9-R0234-STT9,9,3,HS,75
HNMU-G9-R0234-STT9,9,4,AI,201
HNMU-G9-R0234-STT9,9,5,HS,11
HNMU-G9-R0234-STT9,9,6,AI,203
HNMU-G9-R0234-STT9,9,7,HS,44
HNMU-G9-R0234-STT9,9,8,AI,173
HNMU-G9-R0234-STT9,9,9,HS,94
HNMU-G9-R0235-STT10,9,1,HS,154
HNMU-G9-R0235-STT10,9,2,AI,106
HNMU-G9-R0235-STT10,9,3,HS,70
HNMU-G9-R0235-STT10,9,4,AI,113
HNMU-G9-R0235-STT10,9,5,HS,42
HNMU-G9-R0235-STT10,9,6,AI,102
HNMU-G9-R0235-STT10,9,7,HS,45
HNMU-G9-R0235-STT10,9,8,AI,122
HNMU-G9-R0235-STT10,9,9,HS,59
HNMU-G9-R0235-STT10,9,10,AI,71
HNMU-G9-R0235-STT10,9,11,HS,84
HNMU-G9-R0236-STT11,9,1,HS,132
HNMU-G9-R0236-STT11,9,2,AI,99
HNMU-G9-R0236-STT11,9,3,HS,69
HNMU-G9-R0236-STT11,9,4,AI,117
HNMU-G9-R0236-STT11,9,5,HS,59
HNMU-G9-R0236-STT11,9,6,AI,63
HNMU-G9-R0236-STT11,9,7,HS,82
HNMU-G9-R0236-STT11,9,8,AI,138
HNMU-G9-R0236-STT11,9,9,HS,130
HNMU-G9-R0236-STT11,9,10,AI,71
HNMU-G9-R0237-STT12,9,1,HS,114
HNMU-G9-R0237-STT12,9,2,AI,175
HNMU-G9-R0237-STT12,9,3,HS,26
HNMU-G9-R0237-STT12,9,4,AI,131
HNMU-G9-R0237-STT12,9,5,HS,39
HNMU-G9-R0237-STT12,9,6,AI,48
HNMU-G9-R0237-STT12,9,7,HS,103
HNMU-G9-R0237-STT12,9,8,HS,104
HNMU-G9-R0237-STT12,9,9,HS,98
HNMU-G9-R0237-STT12,9,10,AI,108
HNMU-G9-R0238-STT13,9,1,HS,133
HNMU-G9-R0238-STT13,9,2,AI,115
HNMU-G9-R0238-STT13,9,3,HS,71
