sample_id,grade,turn_index,speaker,character_count
HNMU-G9-R0238-STT13,9,4,AI,82
HNMU-G9-R0238-STT13,9,5,HS,31
HNMU-G9-R0238-STT13,9,6,AI,94
HNMU-G9-R0238-STT13,9,7,HS,92
HNMU-G9-R0238-STT13,9,8,AI,184
HNMU-G9-R0238-STT13,9,9,HS,112
HNMU-G9-R0239-STT14,9,1,HS,144
HNMU-G9-R0239-STT14,9,2,AI,137
HNMU-G9-R0239-STT14,9,3,HS,55
HNMU-G9-R0239-STT14,9,4,AI,96
HNMU-G9-R0239-STT14,9,5,HS,68
HNMU-G9-R0239-STT14,9,6,AI,77
HNMU-G9-R0239-STT14,9,7,HS,67
HNMU-G9-R0239-STT14,9,8,AI,123
HNMU-G9-R0239-STT14,9,9,HS,148
HNMU-G9-R0239-STT14,9,10,AI,138
HNMU-G9-R0239-STT14,9,11,HS,71
HNMU-G9-R0241-STT2,9,1,HS,94
HNMU-G9-R0241-STT2,9,2,AI,90
HNMU-G9-R0241-STT2,9,3,HS,39
HNMU-G9-R0241-STT2,9,4,AI,91
HNMU-G9-R0241-STT2,9,5,HS,36
HNMU-G9-R0241-STT2,9,6,AI,94
HNMU-G9-R0241-STT2,9,7,HS,47
HNMU-G9-R0241-STT2,9,8,AI,52
HNMU-G9-R0242-STT3,9,1,HS,81
HNMU-G9-R0242-STT3,9,2,AI,121
HNMU-G9-R0242-STT3,9,3,HS,27
HNMU-G9-R0242-STT3,9,4,AI,52
HNMU-G9-R0242-STT3,9,5,HS,69
HNMU-G9-R0242-STT3,9,6,AI,127
HNMU-G9-R0242-STT3,9,7,HS,39
HNMU-G9-R0242-STT3,9,8,AI,73
HNMU-G9-R0244-STT5,9,1,HS,96
HNMU-G9-R0244-STT5,9,2,AI,50
HNMU-G9-R0244-STT5,9,3,HS,65
HNMU-G9-R0244-STT5,9,4,AI,146
HNMU-G9-R0244-STT5,9,5,HS,58
HNMU-G9-R0244-STT5,9,6,AI,111
HNMU-G9-R0244-STT5,9,7,HS,75
HNMU-G9-R0244-STT5,9,8,AI,59
HNMU-G9-R0246-STT7,9,1,HS,82
HNMU-G9-R0246-STT7,9,2,AI,169
HNMU-G9-R0246-STT7,9,3,HS,52
HNMU-G9-R0246-STT7,9,4,AI,77
HNMU-G9-R0246-STT7,9,5,HS,60
HNMU-G9-R0246-STT7,9,6,AI,100
HNMU-G9-R0246-STT7,9,7,HS,59
HNMU-G9-R0246-STT7,9,8,AI,54
HNMU-G9-R0247-STT8,9,1,HS,124
HNMU-G9-R0247-STT8,9,2,AI,122
HNMU-G9-R0247-STT8,9,3,HS,28
HNMU-G9-R0247-STT8,9,4,AI,143
HNMU-G9-R0247-STT8,9,5,HS,53
HNMU-G9-R0247-STT8,9,6,AI,80
HNMU-G9-R0247-STT8,9,7,HS,73
HNMU-G9-R0247-STT8,9,8,AI,63
HNMU-G9-R0248-STT9,9,1,HS,78
HNMU-G9-R0248-STT9,9,2,AI,108
HNMU-G9-R0248-STT9,9,3,HS,20
HNMU-G9-R0248-STT9,9,4,AI,46
HNMU-G9-R0248-STT9,9,5,HS,50
HNMU-G9-R0248-STT9,9,6,AI,102
HNMU-G9-R0248-STT9,9,7,HS,72
HNMU-G9-R0248-STT9,9,8,AI,91
HNMU-G9-R0248-STT9,9,9,HS,90
HNMU-G9-R0248-STT9,9,10,AI,64
HNMU-G9-R0250-STT11,9,1,HS,92
HNMU-G9-R0250-STT11,9,2,AI,103
HNMU-G9-R0250-STT11,9,3,HS,20
HNMU-G9-R0250-STT11,9,4,AI,48
HNMU-G9-R0250-STT11,9,5,HS,47
HNMU-G9-R0250-STT11,9,6,AI,124
HNMU-G9-R0250-STT11,9,7,HS,69
HNMU-G9-R0250-STT11,9,8,AI,48
HNMU-G9-R0251-STT12,9,1,HS,110
HNMU-G9-R0251-STT12,9,2,AI,117
HNMU-G9-R0251-STT12,9,3,HS,19
HNMU-G9-R0251-STT12,9,4,AI,132
HNMU-G9-R0251-STT12,9,5,HS,93
HNMU-G9-R0251-STT12,9,6,AI,120
HNMU-G9-R0251-STT12,9,7,HS,101
HNMU-G9-R0251-STT12,9,8,AI,54
HNMU-G9-R0252-STT13,9,1,HS,136
HNMU-G9-R0252-STT13,9,2,AI,107
HNMU-G9-R0252-STT13,9,3,HS,13
HNMU-G9-R0252-STT13,9,4,AI,37
HNMU-G9-R0252-STT13,9,5,HS,29
HNMU-G9-R0252-STT13,9,6,AI,108
HNMU-G9-R0252-STT13,9,7,HS,48
HNMU-G9-R0252-STT13,9,8,AI,102
HNMU-G9-R0252-STT13,9,9,HS,92
HNMU-G9-R0252-STT13,9,10,AI,126
HNMU-G9-R0253-STT14,9,1,HS,106
HNMU-G9-R0253-STT14,9,2,AI,144
HNMU-G9-R0253-STT14,9,3,HS,17
HNMU-G9-R0253-STT14,9,4,AI,119
HNMU-G9-R0253-STT14,9,5,HS,96
HNMU-G9-R0253-STT14,9,6,AI,66
HNMU-G9-R0253-STT14,9,7,HS,75
HNMU-G9-R0253-STT14,9,8,AI,127
HNMU-G9-R0253-STT14,9,9,HS,116
HNMU-G9-R0253-STT14,9,10,AI,85
HNMU-G9-R0254-STT1,9,1,HS,62
HNMU-G9-R0254-STT1,9,2,AI,181
HNMU-G9-R0254-STT1,9,3,HS,24
HNMU-G9-R0254-STT1,9,4,AI,123
HNMU-G9-R0254-STT1,9,5,HS,24
HNMU-G9-R0254-STT1,9,6,AI,110
HNMU-G9-R0254-STT1,9,7,HS,29
HNMU-G9-R0254-STT1,9,8,AI,188
HNMU-G9-R0254-STT1,9,9,HS,36
HNMU-G9-R0254-STT1,9,10,AI,74
HNMU-G9-R0255-STT2,9,1,HS,64
HNMU-G9-R0255-STT2,9,2,AI,136
HNMU-G9-R0255-STT2,9,3,HS,48
HNMU-G9-R0255-STT2,9,4,AI,213
HNMU-G9-R0255-STT2,9,5,HS,41
HNMU-G9-R0255-STT2,9,6,AI,106
HNMU-G9-R0255-STT2,9,7,HS,39
HNMU-G9-R0255-STT2,9,8,AI,111
HNMU-G9-R0256-STT3,9,1,HS,88
HNMU-G9-R0256-STT3,9,2,AI,157
HNMU-G9-R0256-STT3,9,3,HS,41
HNMU-G9-R0256-STT3,9,4,AI,91
HNMU-G9-R0256-STT3,9,5,HS,30
HNMU-G9-R0256-STT3,9,6,AI,137
HNMU-G9-R0256-STT3,9,7,HS,39
HNMU-G9-R0256-STT3,9,8,AI,167
HNMU-G9-R0256-STT3,9,9,HS,30
HNMU-G9-R0257-STT4,9,1,HS,83
HNMU-G9-R0257-STT4,9,2,AI,165
HNMU-G9-R0257-STT4,9,3,HS,34
HNMU-G9-R0257-STT4,9,4,AI,161
HNMU-G9-R0257-STT4,9,5,HS,46
HNMU-G9-R0257-STT4,9,6,AI,112
HNMU-G9-R0257-STT4,9,7,HS,55
HNMU-G9-R0257-STT4,9,8,AI,86
HNMU-G9-R0258-STT5,9,1,HS,72
HNMU-G9-R0258-STT5,9,2,AI,151
HNMU-G9-R0258-STT5,9,3,HS,38
HNMU-G9-R0258-STT5,9,4,AI,100
HNMU-G9-R0258-STT5,9,5,HS,71
HNMU-G9-R0258-STT5,9,6,AI,124
HNMU-G9-R0258-STT5,9,7,HS,39
HNMU-G9-R0258-STT5,9,8,AI,160
HNMU-G9-R0258-STT5,9,9,HS,52
HNMU-G9-R0258-STT5,9,10,AI,94
HNMU-G9-R0259-STT6,9,1,HS,105
HNMU-G9-R0259-STT6,9,2,AI,244
HNMU-G9-R0259-STT6,9,3,HS,46
HNMU-G9-R0259-STT6,9,4,AI,111
HNMU-G9-R0259-STT6,9,5,HS,26
HNMU-G9-R0259-STT6,9,6,AI,161
HNMU-G9-R0259-STT6,9,7,HS,32
HNMU-G9-R0259-STT6,9,8,AI,130
HNMU-G9-R0259-STT6,9,9,HS,45
HNMU-G9-R0259-STT6,9,10,AI,144
HNMU-G9-R0260-STT7,9,1,HS,100
HNMU-G9-R0260-STT7,9,2,AI,256
HNMU-G9-R0260-STT7,9,3,HS,40
HNMU-G9-R0260-STT7,9,4,AI,211
HNMU-G9-R0260-STT7,9,5,HS,35
HNMU-G9-R0260-STT7,9,6,AI,133
HNMU-G9-R0260-STT7,9,7,HS,115
HNMU-G9-R0260-STT7,9,8,AI,107
HNMU-G9-R0261-STT8,9,1,HS,80
HNMU-G9-R0261-STT8,9,2,AI,204
HNMU-G9-R0261-STT8,9,3,HS,23
HNMU-G9-R0261-STT8,9,4,AI,128
HNMU-G9-R0261-STT8,9,5,HS,59
HNMU-G9-R0261-STT8,9,6,AI,105
HNMU-G9-R0261-STT8,9,7,HS,54
HNMU-G9-R0261-STT8,9,8,AI,180
HNMU-G9-R0261-STT8,9,9,HS,62
HNMU-G9-R0261-STT8,9,10,AI,57
HNMU-G9-R0262-STT9,9,1,HS,82
HNMU-G9-R0262-STT9,9,2,AI,212
HNMU-G9-R0262-STT9,9,3,HS,7
HNMU-G9-R0262-STT9,9,4,AI,115
HNMU-G9-R0262-STT9,9,5,HS,44
HNMU-G9-R0262-STT9,9,6,AI,215
HNMU-G9-R0262-STT9,9,7,HS,24
HNMU-G9-R0262-STT9,9,8,AI,117
HNMU-G9-R0262-STT9,9,9,HS,79
HNMU-G9-R0262-STT9,9,10,AI,87
HNMU-G9-R0263-STT10,9,1,HS,87
HNMU-G9-R0263-STT10,9,2,AI,207
HNMU-G9-R0263-STT10,9,3,HS,7
HNMU-G9-R0263-STT10,9,4,AI,185
HNMU-G9-R0263-STT10,9,5,HS,74
HNMU-G9-R0263-STT10,9,6,AI,141
HNMU-G9-R0263-STT10,9,7,HS,51
HNMU-G9-R0263-STT10,9,8,AI,123
HNMU-G9-R0263-STT10,9,9,HS,47
HNMU-G9-R0263-STT10,9,10,AI,152
HNMU-G9-R0264-STT11,9,1,HS,124
HNMU-G9-R0264-STT11,9,2,AI,137
HNMU-G9-R0264-STT11,9,3,HS,108
HNMU-G9-R0264-STT11,9,4,AI,189
HNMU-G9-R0264-STT11,9,5,HS,58
HNMU-G9-R0264-STT11,9,6,AI,158
HNMU-G9-R0264-STT11,9,7,HS,81
HNMU-G9-R0264-STT11,9,8,AI,130
HNMU-G9-R0265-STT12,9,1,HS,131
HNMU-G9-R0265-STT12,9,2,AI,187
HNMU-G9-R0265-STT12,9,3,HS,55
HNMU-G9-R0265-STT12,9,4,AI,101
HNMU-G9-R0265-STT12,9,5,HS,60
HNMU-G9-R0265-STT12,9,6,AI,139
HNMU-G9-R0265-STT12,9,7,HS,73
HNMU-G9-R0265-STT12,9,8,AI,202
HNMU-G9-R0265-STT12,9,9,HS,81
HNMU-G9-R0265-STT12,9,10,AI,123
HNMU-G9-R0266-STT13,9,1,HS,123
HNMU-G9-R0266-STT13,9,2,AI,248
HNMU-G9-R0266-STT13,9,3,HS,40
HNMU-G9-R0266-STT13,9,4,AI,194
HNMU-G9-R0266-STT13,9,5,HS,36
HNMU-G9-R0266-STT13,9,6,AI,178
HNMU-G9-R0266-STT13,9,7,HS,28
HNMU-G9-R0266-STT13,9,8,AI,142
HNMU-G9-R0266-STT13,9,9,HS,161
HNMU-G9-R0266-STT13,9,10,AI,96
HNMU-G9-R0267-STT14,9,1,HS,155
HNMU-G9-R0267-STT14,9,2,AI,257
HNMU-G9-R0267-STT14,9,3,HS,78
HNMU-G9-R0267-STT14,9,4,AI,186
HNMU-G9-R0267-STT14,9,5,HS,84
HNMU-G9-R0267-STT14,9,6,AI,130
HNMU-G9-R0267-STT14,9,7,HS,56
HNMU-G9-R0267-STT14,9,8,AI,191
HNMU-G9-R0267-STT14,9,9,HS,54
HNMU-G9-R0267-STT14,9,10,AI,145
HNMU-G9-R0267-STT14,9,11,HS,40
HNMU-G9-R0268-STT1,9,1,HS,85
HNMU-G9-R0268-STT1,9,2,AI,211
HNMU-G9-R0268-STT1,9,3,HS,55
HNMU-G9-R0268-STT1,9,4,AI,121
HNMU-G9-R0268-STT1,9,5,HS,46
HNMU-G9-R0268-STT1,9,6,AI,180
HNMU-G9-R0268-STT1,9,7,HS,53
HNMU-G9-R0268-STT1,9,8,AI,143
HNMU-G9-R0268-STT1,9,9,HS,36
HNMU-G9-R0269-STT2,9,1,HS,86
HNMU-G9-R0269-STT2,9,2,AI,205
HNMU-G9-R0269-STT2,9,3,HS,77
HNMU-G9-R0269-STT2,9,4,AI,102
HNMU-G9-R0269-STT2,9,5,HS,13
HNMU-G9-R0269-STT2,9,6,AI,153
HNMU-G9-R0269-STT2,9,7,HS,21
HNMU-G9-R0269-STT2,9,8,AI,147
HNMU-G9-R0269-STT2,9,9,HS,73
HNMU-G9-R0269-STT2,9,10,AI,99
HNMU-G9-R0270-STT3,9,1,HS,96
HNMU-G9-R0270-STT3,9,2,AI,204
HNMU-G9-R0270-STT3,9,3,HS,50
HNMU-G9-R0270-STT3,9,4,AI,148
HNMU-G9-R0270-STT3,9,5,HS,25
HNMU-G9-R0270-STT3,9,6,AI,176
HNMU-G9-R0270-STT3,9,7,HS,34
HNMU-G9-R0270-STT3,9,8,AI,153
HNMU-G9-R0270-STT3,9,9,HS,37
HNMU-G9-R0270-STT3,9,10,AI,155
HNMU-G9-R0271-STT4,9,1,HS,110
HNMU-G9-R0271-STT4,9,2,AI,166
HNMU-G9-R0271-STT4,9,3,HS,59
HNMU-G9-R0271-STT4,9,4,AI,162
HNMU-G9-R0271-STT4,9,5,HS,56
HNMU-G9-R0271-STT4,9,6,AI,175
HNMU-G9-R0271-STT4,9,7,HS,25
HNMU-G9-R0271-STT4,9,8,AI,123
HNMU-G9-R0271-STT4,9,9,HS,99
HNMU-G9-R0271-STT4,9,10,AI,57
HNMU-G9-R0272-STT5,9,1,HS,116
HNMU-G9-R0272-STT5,9,2,AI,224
HNMU-G9-R0272-STT5,9,3,HS,25
HNMU-G9-R0272-STT5,9,4,AI,117
HNMU-G9-R0272-STT5,9,5,HS,30
HNMU-G9-R0272-STT5,9,6,AI,130
HNMU-G9-R0272-STT5,9,7,HS,32
HNMU-G9-R0272-STT5,9,8,AI,185
HNMU-G9-R0272-STT5,9,9,HS,34
HNMU-G9-R0272-STT5,9,10,AI,125
HNMU-G9-R0272-STT5,9,11,HS,36
HNMU-G9-R0273-STT6,9,1,HS,128
HNMU-G9-R0273-STT6,9,2,AI,260
HNMU-G9-R0273-STT6,9,3,HS,26
HNMU-G9-R0273-STT6,9,4,AI,152
HNMU-G9-R0273-STT6,9,5,HS,12
HNMU-G9-R0273-STT6,9,6,AI,132
HNMU-G9-R0273-STT6,9,7,HS,57
HNMU-G9-R0273-STT6,9,8,AI,213
HNMU-G9-R0273-STT6,9,9,HS,47
HNMU-G9-R0274-STT7,9,1,HS,102
HNMU-G9-R0274-STT7,9,2,AI,189
HNMU-G9-R0274-STT7,9,3,HS,38
HNMU-G9-R0274-STT7,9,4,AI,183
HNMU-G9-R0274-STT7,9,5,HS,60
HNMU-G9-R0274-STT7,9,6,AI,235
HNMU-G9-R0274-STT7,9,7,HS,77
HNMU-G9-R0274-STT7,9,8,AI,127
HNMU-G9-R0275-STT8,9,1,HS,122
HNMU-G9-R0275-STT8,9,2,AI,215
HNMU-G9-R0275-STT8,9,3,HS,8
HNMU-G9-R0275-STT8,9,4,AI,220
HNMU-G9-R0275-STT8,9,5,HS,54
HNMU-G9-R0275-STT8,9,6,AI,177
HNMU-G9-R0275-STT8,9,7,HS,68
HNMU-G9-R0275-STT8,9,8,AI,179
HNMU-G9-R0275-STT8,9,9,HS,81
HNMU-G9-R0276-STT9,9,1,HS,116
HNMU-G9-R0276-STT9,9,2,AI,177
HNMU-G9-R0276-STT9,9,3,HS,34
HNMU-G9-R0276-STT9,9,4,AI,197
HNMU-G9-R0276-STT9,9,5,HS,43
HNMU-G9-R0276-STT9,9,6,AI,121
HNMU-G9-R0276-STT9,9,7,HS,33
HNMU-G9-R0276-STT9,9,8,AI,212
HNMU-G9-R0276-STT9,9,9,HS,125
HNMU-G9-R0276-STT9,9,10,AI,35
HNMU-G9-R0278-STT11,9,1,HS,160
HNMU-G9-R0278-STT11,9,2,AI,179
HNMU-G9-R0278-STT11,9,3,HS,87
HNMU-G9-R0278-STT11,9,4,AI,163
HNMU-G9-R0278-STT11,9,5,HS,43
HNMU-G9-R0278-STT11,9,6,AI,59
HNMU-G9-R0278-STT11,9,7,HS,45
HNMU-G9-R0278-STT11,9,8,AI,191
HNMU-G9-R0278-STT11,9,9,HS,98
HNMU-G9-R0278-STT11,9,10,AI,74
HNMU-G9-R0279-STT12,9,1,HS,171
HNMU-G9-R0279-STT12,9,2,AI,175
HNMU-G9-R0279-STT12,9,3,HS,13
HNMU-G9-R0279-STT12,9,4,AI,110
HNMU-G9-R0279-STT12,9,5,HS,12
HNMU-G9-R0279-STT12,9,6,AI,126
HNMU-G9-R0279-STT12,9,7,HS,59
HNMU-G9-R0279-STT12,9,8,AI,104
HNMU-G9-R0279-STT12,9,9,HS,102
HNMU-G9-R0279-STT12,9,10,AI,182
HNMU-G9-R0279-STT12,9,11,HS,75
HNMU-G9-R0280-STT13,9,1,HS,155
HNMU-G9-R0280-STT13,9,2,AI,167
HNMU-G9-R0280-STT13,9,3,HS,56
HNMU-G9-R0280-STT13,9,4,AI,104
HNMU-G9-R0280-STT13,9,5,HS,78
HNMU-G9-R0280-STT13,9,6,AI,127
HNMU-G9-R0280-STT13,9,7,HS,99
HNMU-G9-R0280-STT13,9,8,AI,150
HNMU-G9-R0280-STT13,9,9,HS,124
HNMU-G9-R0280-STT13,9,10,AI,110
HNMU-G9-R0281-STT14,9,1,HS,134
HNMU-G9-R0281-STT14,9,2,AI,207
HNMU-G9-R0281-STT14,9,3,HS,36
HNMU-G9-R0281-STT14,9,4,AI,172
HNMU-G9-R0281-STT14,9,5,HS,60
HNMU-G9-R0281-STT14,9,6,AI,144
HNMU-G9-R0281-STT14,9,7,HS,34
HNMU-G9-R0281-STT14,9,8,AI,240
HNMU-G9-R0281-STT14,9,9,HS,96
HNMU-G9-R0282-STT1,9,1,HS,72
HNMU-G9-R0282-STT1,9,2,AI,221
HNMU-G9-R0282-STT1,9,3,HS,31
HNMU-G9-R0282-STT1,9,4,AI,186
HNMU-G9-R0282-STT1,9,5,HS,34
HNMU-G9-R0282-STT1,9,6,AI,118
HNMU-G9-R0282-STT1,9,7,HS,13
HNMU-G9-R0282-STT1,9,8,AI,150
HNMU-G9-R0282-STT1,9,9,HS,33
HNMU-G9-R0282-STT1,9,10,AI,74
HNMU-G9-R0283-STT2,9,1,HS,114
HNMU-G9-R0283-STT2,9,2,AI,184
HNMU-G9-R0283-STT2,9,3,HS,29
HNMU-G9-R0283-STT2,9,4,AI,96
HNMU-G9-R0283-STT2,9,5,HS,44
HNMU-G9-R0283-STT2,9,6,AI,145
HNMU-G9-R0283-STT2,9,7,HS,54
HNMU-G9-R0283-STT2,9,8,AI,99
HNMU-G9-R0283-STT2,9,9,HS,64
HNMU-G9-R0283-STT2,9,10,AI,62
HNMU-G9-R0284-STT3,9,1,HS,110
HNMU-G9-R0284-STT3,9,2,AI,236
HNMU-G9-R0284-STT3,9,3,HS,35
HNMU-G9-R0284-STT3,9,4,AI,185
HNMU-G9-R0284-STT3,9,5,HS,92
HNMU-G9-R0284-STT3,9,6,AI,152
HNMU-G9-R0284-STT3,9,7,HS,36
HNMU-G9-R0284-STT3,9,8,AI,90
HNMU-G9-R0284-STT3,9,9,HS,72
HNMU-G9-R0284-STT3,9,10,AI,66
HNMU-G9-R0285-STT4,9,1,HS,106
HNMU-G9-R0285-STT4,9,2,AI,222
HNMU-G9-R0285-STT4,9,3,HS,26
HNMU-G9-R0285-STT4,9,4,AI,167
HNMU-G9-R0285-STT4,9,5,HS,34
HNMU-G9-R0285-STT4,9,6,AI,122
HNMU-G9-R0285-STT4,9,7,HS,53
HNMU-G9-R0285-STT4,9,8,AI,125
HNMU-G9-R0285-STT4,9,9,HS,57
HNMU-G9-R0285-STT4,9,10,AI,153
HNMU-G9-R0285-STT4,9,11,HS,82
HNMU-G9-R0286-STT5,9,1,HS,114
HNMU-G9-R0286-STT5,9,2,AI,191
HNMU-G9-R0286-STT5,9,3,HS,27
HNMU-G9-R0286-STT5,9,4,AI,132
HNMU-G9-R0286-STT5,9,5,HS,45
HNMU-G9-R0286-STT5,9,6,AI,286
HNMU-G9-R0286-STT5,9,7,HS,59
HNMU-G9-R0286-STT5,9,8,AI,217
HNMU-G9-R0286-STT5,9,9,HS,91
HNMU-G9-R0286-STT5,9,10,AI,36
HNMU-G9-R0287-STT6,9,1,HS,125
HNMU-G9-R0287-STT6,9,2,AI,180
HNMU-G9-R0287-STT6,9,3,HS,7
HNMU-G9-R0287-STT6,9,4,AI,116
HNMU-G9-R0287-STT6,9,5,HS,52
HNMU-G9-R0287-STT6,9,6,AI,209
HNMU-G9-R0287-STT6,9,7,HS,31
HNMU-G9-R0287-STT6,9,8,AI,189
HNMU-G9-R0287-STT6,9,9,HS,115
HNMU-G9-R0287-STT6,9,10,AI,72
HNMU-G9-R0288-STT7,9,1,HS,132
HNMU-G9-R0288-STT7,9,2,AI,172
HNMU-G9-R0288-STT7,9,3,HS,74
HNMU-G9-R0288-STT7,9,4,AI,150
HNMU-G9-R0288-STT7,9,5,HS,56
HNMU-G9-R0288-STT7,9,6,AI,174
HNMU-G9-R0288-STT7,9,7,HS,100
HNMU-G9-R0288-STT7,9,8,AI,192
HNMU-G9-R0288-STT7,9,9,HS,80
HNMU-G9-R0289-STT8,9,1,HS,136
HNMU-G9-R0289-STT8,9,2,AI,252
HNMU-G9-R0289-STT8,9,3,HS,84
HNMU-G9-R0289-STT8,9,4,AI,180
HNMU-G9-R0289-STT8,9,5,HS,55
HNMU-G9-R0289-STT8,9,6,AI,100
HNMU-G9-R0289-STT8,9,7,HS,98
HNMU-G9-R0289-STT8,9,8,AI,161
HNMU-G9-R0290-STT9,9,1,HS,111
HNMU-G9-R0290-STT9,9,2,AI,211
HNMU-G9-R0290-STT9,9,3,HS,40
HNMU-G9-R0290-STT9,9,4,AI,115
HNMU-G9-R0290-STT9,9,5,HS,34
HNMU-G9-R0290-STT9,9,6,AI,111
HNMU-G9-R0290-STT9,9,7,HS,36
HNMU-G9-R0290-STT9,9,8,AI,145
HNMU-G9-R0290-STT9,9,9,HS,67
HNMU-G9-R0290-STT9,9,10,AI,155
HNMU-G9-R0291-STT10,9,1,HS,104
HNMU-G9-R0291-STT10,9,2,AI,143
HNMU-G9-R0291-STT10,9,3,HS,8
HNMU-G9-R0291-STT10,9,4,AI,152
HNMU-G9-R0291-STT10,9,5,HS,52
HNMU-G9-R0291-STT10,9,6,AI,132
HNMU-G9-R0291-STT10,9,7,HS,90
HNMU-G9-R0291-STT10,9,8,AI,178
HNMU-G9-R0291-STT10,9,9,HS,64
HNMU-G9-R0291-STT10,9,10,AI,188
HNMU-G9-R0291-STT10,9,11,HS,80
HNMU-G9-R0292-STT11,9,1,HS,146
HNMU-G9-R0292-STT11,9,2,AI,171
HNMU-G9-R0292-STT11,9,3,HS,73
HNMU-G9-R0292-STT11,9,4,AI,154
HNMU-G9-R0292-STT11,9,5,HS,28
HNMU-G9-R0292-STT11,9,6,AI,174
HNMU-G9-R0292-STT11,9,7,HS,36
HNMU-G9-R0292-STT11,9,8,AI,168
HNMU-G9-R0292-STT11,9,9,HS,113
HNMU-G9-R0292-STT11,9,10,AI,154
HNMU-G9-R0293-STT12,9,1,HS,143
HNMU-G9-R0293-STT12,9,2,AI,208
HNMU-G9-R0293-STT12,9,3,HS,18
HNMU-G9-R0293-STT12,9,4,AI,87
HNMU-G9-R0293-STT12,9,5,HS,73
HNMU-G9-R0293-STT12,9,6,AI,111
HNMU-G9-R0293-STT12,9,7,HS,81
HNMU-G9-R0293-STT12,9,8,AI,119
HNMU-G9-R0293-STT12,9,9,HS,113
HNMU-G9-R0293-STT12,9,10,AI,176
HNMU-G9-R0293-STT12,9,11,HS,71
HNMU-G9-R0294-STT13,9,1,HS,169
HNMU-G9-R0294-STT13,9,2,AI,225
HNMU-G9-R0294-STT13,9,3,HS,73
HNMU-G9-R0294-STT13,9,4,AI,98
HNMU-G9-R0294-STT13,9,5,HS,78
HNMU-G9-R0294-STT13,9,6,AI,178
HNMU-G9-R0294-STT13,9,7,HS,55
HNMU-G9-R0294-STT13,9,8,AI,204
HNMU-G9-R0294-STT13,9,9,HS,66
HNMU-G9-R0294-STT13,9,10,AI,85
HNMU-G9-R0295-STT14,9,1,HS,238
HNMU-G9-R0295-STT14,9,2,AI,202
HNMU-G9-R0295-STT14,9,3,HS,7
HNMU-G9-R0295-STT14,9,4,AI,127
HNMU-G9-R0295-STT14,9,5,HS,62
HNMU-G9-R0295-STT14,9,6,AI,127
HNMU-G9-R0295-STT14,9,7,HS,121
HNMU-G9-R0295-STT14,9,8,AI,176
HNMU-G9-R0295-STT14,9,9,HS,142
HNMU-G9-R0295-STT14,9,10,AI,168
HNMU-G9-R0295-STT14,9,11,HS,76
HNMU-G9-R0296-STT1,9,1,HS,86
HNMU-G9-R0296-STT1,9,2,AI,127
HNMU-G9-R0296-STT1,9,3,HS,32
HNMU-G9-R0296-STT1,9,4,AI,186
HNMU-G9-R0296-STT1,9,5,HS,30
HNMU-G9-R0296-STT1,9,6,AI,245
HNMU-G9-R0296-STT1,9,7,HS,36
HNMU-G9-R0296-STT1,9,8,AI,112
HNMU-G9-R0296-STT1,9,9,HS,88
HNMU-G9-R0297-STT2,9,1,HS,106
HNMU-G9-R0297-STT2,9,2,AI,217
HNMU-G9-R0297-STT2,9,3,HS,36
HNMU-G9-R0297-STT2,9,4,AI,169
HNMU-G9-R0297-STT2,9,5,HS,66
HNMU-G9-R0297-STT2,9,6,AI,165
HNMU-G9-R0297-STT2,9,7,HS,43
HNMU-G9-R0297-STT2,9,8,AI,89
HNMU-G9-R0297-STT2,9,9,HS,67
HNMU-G9-R0298-STT3,9,1,HS,115
HNMU-G9-R0298-STT3,9,2,AI,163
HNMU-G9-R0298-STT3,9,3,HS,31
HNMU-G9-R0298-STT3,9,4,AI,124
HNMU-G9-R0298-STT3,9,5,HS,27
HNMU-G9-R0298-STT3,9,6,AI,147
HNMU-G9-R0298-STT3,9,7,HS,21
HNMU-G9-R0298-STT3,9,8,AI,135
HNMU-G9-R0298-STT3,9,9,HS,64
HNMU-G9-R0299-STT4,9,1,HS,96
HNMU-G9-R0299-STT4,9,2,AI,234
HNMU-G9-R0299-STT4,9,3,HS,54
HNMU-G9-R0299-STT4,9,4,AI,214
HNMU-G9-R0299-STT4,9,5,HS,57
HNMU-G9-R0299-STT4,9,6,AI,201
HNMU-G9-R0299-STT4,9,7,HS,46
HNMU-G9-R0299-STT4,9,8,AI,111
HNMU-G9-R0299-STT4,9,9,HS,47
HNMU-G9-R0300-STT5,9,1,HS,94
HNMU-G9-R0300-STT5,9,2,AI,223
HNMU-G9-R0300-STT5,9,3,HS,68
HNMU-G9-R0300-STT5,9,4,AI,167
HNMU-G9-R0300-STT5,9,5,HS,68
HNMU-G9-R0300-STT5,9,6,AI,100
HNMU-G9-R0300-STT5,9,7,HS,128
HNMU-G9-R0300-STT5,9,8,AI,106
HNMU-G9-R0300-STT5,9,9,HS,56
HNMU-G9-R0301-STT6,9,1,HS,132
HNMU-G9-R0301-STT6,9,2,AI,203
HNMU-G9-R0301-STT6,9,3,HS,23
HNMU-G9-R0301-STT6,9,4,AI,107
HNMU-G9-R0301-STT6,9,5,HS,40
HNMU-G9-R0301-STT6,9,6,AI,135
HNMU-G9-R0301-STT6,9,7,HS,57
HNMU-G9-R0301-STT6,9,8,AI,163
HNMU-G9-R0301-STT6,9,9,HS,99
HNMU-G9-R0301-STT6,9,10,AI,76
HNMU-G9-R0302-STT7,9,1,HS,124
HNMU-G9-R0302-STT7,9,2,AI,151
